Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1_24Hrs	Peptides 1_24Hrs_virus	Peptides 1_2Hrs	Peptides 1_2Hrs_virus	Peptides 2_24Hrs	Peptides 2_24Hrs_virus	Peptides 2_2Hrs	Peptides 2_2Hrs_virus	Peptides 3_24Hrs	Peptides 3_24Hrs_virus	Peptides 3_2Hrs	Peptides 3_2Hrs_virus	Razor + unique peptides 1_24Hrs	Razor + unique peptides 1_24Hrs_virus	Razor + unique peptides 1_2Hrs	Razor + unique peptides 1_2Hrs_virus	Razor + unique peptides 2_24Hrs	Razor + unique peptides 2_24Hrs_virus	Razor + unique peptides 2_2Hrs	Razor + unique peptides 2_2Hrs_virus	Razor + unique peptides 3_24Hrs	Razor + unique peptides 3_24Hrs_virus	Razor + unique peptides 3_2Hrs	Razor + unique peptides 3_2Hrs_virus	Unique peptides 1_24Hrs	Unique peptides 1_24Hrs_virus	Unique peptides 1_2Hrs	Unique peptides 1_2Hrs_virus	Unique peptides 2_24Hrs	Unique peptides 2_24Hrs_virus	Unique peptides 2_2Hrs	Unique peptides 2_2Hrs_virus	Unique peptides 3_24Hrs	Unique peptides 3_24Hrs_virus	Unique peptides 3_2Hrs	Unique peptides 3_2Hrs_virus	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 1_24Hrs	Identification type 1_24Hrs_virus	Identification type 1_2Hrs	Identification type 1_2Hrs_virus	Identification type 2_24Hrs	Identification type 2_24Hrs_virus	Identification type 2_2Hrs	Identification type 2_2Hrs_virus	Identification type 3_24Hrs	Identification type 3_24Hrs_virus	Identification type 3_2Hrs	Identification type 3_2Hrs_virus	Sequence coverage 1_24Hrs [%]	Sequence coverage 1_24Hrs_virus [%]	Sequence coverage 1_2Hrs [%]	Sequence coverage 1_2Hrs_virus [%]	Sequence coverage 2_24Hrs [%]	Sequence coverage 2_24Hrs_virus [%]	Sequence coverage 2_2Hrs [%]	Sequence coverage 2_2Hrs_virus [%]	Sequence coverage 3_24Hrs [%]	Sequence coverage 3_24Hrs_virus [%]	Sequence coverage 3_2Hrs [%]	Sequence coverage 3_2Hrs_virus [%]	Intensity	Intensity 1_24Hrs	Intensity 1_24Hrs_virus	Intensity 1_2Hrs	Intensity 1_2Hrs_virus	Intensity 2_24Hrs	Intensity 2_24Hrs_virus	Intensity 2_2Hrs	Intensity 2_2Hrs_virus	Intensity 3_24Hrs	Intensity 3_24Hrs_virus	Intensity 3_2Hrs	Intensity 3_2Hrs_virus	LFQ intensity 1_24Hrs	LFQ intensity 1_24Hrs_virus	LFQ intensity 1_2Hrs	LFQ intensity 1_2Hrs_virus	LFQ intensity 2_24Hrs	LFQ intensity 2_24Hrs_virus	LFQ intensity 2_2Hrs	LFQ intensity 2_2Hrs_virus	LFQ intensity 3_24Hrs	LFQ intensity 3_24Hrs_virus	LFQ intensity 3_2Hrs	LFQ intensity 3_2Hrs_virus	MS/MS count 1_24Hrs	MS/MS count 1_24Hrs_virus	MS/MS count 1_2Hrs	MS/MS count 1_2Hrs_virus	MS/MS count 2_24Hrs	MS/MS count 2_24Hrs_virus	MS/MS count 2_2Hrs	MS/MS count 2_2Hrs_virus	MS/MS count 3_24Hrs	MS/MS count 3_24Hrs_virus	MS/MS count 3_2Hrs	MS/MS count 3_2Hrs_virus	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
sp|Q9NTK5|OLA1_HUMAN;tr|J3KQ32|J3KQ32_HUMAN	sp|Q9NTK5|OLA1_HUMAN;tr|J3KQ32|J3KQ32_HUMAN	1;1	1;1	1;1	sp|Q9NTK5|OLA1_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2;tr|J3KQ32|J3KQ32_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=1	2	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	4.3	4.3	4.3	44.743	396	396;416	0	2.5092	By MS/MS		By MS/MS	By MS/MS									4.3	0	4.3	4.3	0	0	0	0	0	0	0	0	83317000	23554000	0	30880000	28883000	0	0	0	0	0	0	0	0	0	0	0	28052000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1582	4633	True	4692	39039;39040;39041	89740;89741;89742	89741			-1;-1
sp|Q9NTX5|ECHD1_HUMAN;tr|H0YCS9|H0YCS9_HUMAN;tr|H0Y5L2|H0Y5L2_HUMAN	sp|Q9NTX5|ECHD1_HUMAN;tr|H0YCS9|H0YCS9_HUMAN;tr|H0Y5L2|H0Y5L2_HUMAN	2;1;1	2;1;1	2;1;1	sp|Q9NTX5|ECHD1_HUMAN Ethylmalonyl-CoA decarboxylase OS=Homo sapiens OX=9606 GN=ECHDC1 PE=1 SV=2;tr|H0YCS9|H0YCS9_HUMAN Ethylmalonyl-CoA decarboxylase (Fragment) OS=Homo sapiens OX=9606 GN=ECHDC1 PE=1 SV=1;tr|H0Y5L2|H0Y5L2_HUMAN Ethylmalonyl-CoA decarboxyl	3	2	2	2	1	2	1	1	2	2	2	1	1	2	2	2	1	2	1	1	2	2	2	1	1	2	2	2	1	2	1	1	2	2	2	1	1	2	2	2	8.5	8.5	8.5	33.698	307	307;100;255	0	81.573	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.9	8.5	5.9	5.9	8.5	8.5	8.5	5.9	2.6	8.5	8.5	8.5	2857600000	242560000	303370000	361520000	301440000	393690000	215220000	166310000	176120000	26509000	315320000	138820000	216750000	0	0	0	0	0	0	0	0	0	0	0	197410000	0	1	0	0	1	1	3	0	0	3	3	2	14				1583	690;2787	True;True	696;2820	5944;5945;5946;5947;5948;5949;5950;5951;5952;5953;5954;23685;23686;23687;23688;23689;23690;23691;23692;23693;23694;23695;23696	14138;14139;14140;14141;14142;14143;14144;14145;14146;14147;14148;55490;55491;55492;55493;55494;55495;55496;55497;55498;55499;55500;55501;55502;55503;55504	14145;55499			-1;-1;-1
tr|A0A3B3IRS7|A0A3B3IRS7_HUMAN;tr|A0A3B3IU68|A0A3B3IU68_HUMAN;tr|A0A3F2YP66|A0A3F2YP66_HUMAN;tr|A0A3B3ITP2|A0A3B3ITP2_HUMAN;sp|Q9NUN5|LMBD1_HUMAN;tr|A0A3B3IT31|A0A3B3IT31_HUMAN	tr|A0A3B3IRS7|A0A3B3IRS7_HUMAN;tr|A0A3B3IU68|A0A3B3IU68_HUMAN;tr|A0A3F2YP66|A0A3F2YP66_HUMAN;tr|A0A3B3ITP2|A0A3B3ITP2_HUMAN;sp|Q9NUN5|LMBD1_HUMAN;tr|A0A3B3IT31|A0A3B3IT31_HUMAN	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	tr|A0A3B3IRS7|A0A3B3IRS7_HUMAN Probable lysosomal cobalamin transporter OS=Homo sapiens OX=9606 GN=LMBRD1 PE=1 SV=1;tr|A0A3B3IU68|A0A3B3IU68_HUMAN Probable lysosomal cobalamin transporter (Fragment) OS=Homo sapiens OX=9606 GN=LMBRD1 PE=1 SV=1;tr|A0A3F2YP66	6	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7.3	7.3	7.3	28.355	247	247;306;317;341;540;562	0.0086157	1.1078	By MS/MS												7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2				1584	2394	True	2422	20282;20283	47927;47928	47927			-1;-1;-1;-1;-1;-1
sp|Q9NUQ2|PLCE_HUMAN	sp|Q9NUQ2|PLCE_HUMAN	1	1	1	sp|Q9NUQ2|PLCE_HUMAN 1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon OS=Homo sapiens OX=9606 GN=AGPAT5 PE=1 SV=3	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4.4	4.4	4.4	42.072	364	364	0.0030506	1.452								By MS/MS					0	0	0	0	0	0	0	4.4	0	0	0	0	11683000	0	0	0	0	0	0	0	11683000	0	0	0	0	0	0	0	0	0	0	0	9069900	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4				1585	3235	True	3280	27575	64179;64180;64181;64182	64181			-1
tr|C9IZC3|C9IZC3_HUMAN;tr|C9J8M7|C9J8M7_HUMAN;tr|F2Z2S1|F2Z2S1_HUMAN;tr|C9JKE4|C9JKE4_HUMAN;tr|F8VZ02|F8VZ02_HUMAN;tr|F8VT91|F8VT91_HUMAN;tr|C9JGM8|C9JGM8_HUMAN;tr|C9JW67|C9JW67_HUMAN;tr|F8W6C2|F8W6C2_HUMAN;sp|Q9NUQ6|SPS2L_HUMAN	tr|C9IZC3|C9IZC3_HUMAN;tr|C9J8M7|C9J8M7_HUMAN;tr|F2Z2S1|F2Z2S1_HUMAN;tr|C9JKE4|C9JKE4_HUMAN;tr|F8VZ02|F8VZ02_HUMAN;tr|F8VT91|F8VT91_HUMAN;tr|C9JGM8|C9JGM8_HUMAN;tr|C9JW67|C9JW67_HUMAN;tr|F8W6C2|F8W6C2_HUMAN;sp|Q9NUQ6|SPS2L_HUMAN	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	tr|C9IZC3|C9IZC3_HUMAN SPATS2-like protein (Fragment) OS=Homo sapiens OX=9606 GN=SPATS2L PE=1 SV=1;tr|C9J8M7|C9J8M7_HUMAN SPATS2-like protein (Fragment) OS=Homo sapiens OX=9606 GN=SPATS2L PE=1 SV=1;tr|F2Z2S1|F2Z2S1_HUMAN SPATS2-like protein (Fragment) OS=H	10	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	19.1	19.1	19.1	10.692	94	94;115;139;154;173;188;193;238;265;558	0	2.1112			By MS/MS				By MS/MS						0	0	19.1	0	0	0	19.1	0	0	0	0	0	9254000	0	0	5059900	0	0	0	4194100	0	0	0	0	0	0	0	0	0	0	0	4171200	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2				1586	3741	True	3793	31701;31702	73087;73088	73087			-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sp|Q9NUQ8|ABCF3_HUMAN	sp|Q9NUQ8|ABCF3_HUMAN	2	2	2	sp|Q9NUQ8|ABCF3_HUMAN ATP-binding cassette sub-family F member 3 OS=Homo sapiens OX=9606 GN=ABCF3 PE=1 SV=2	1	2	2	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	5.5	5.5	5.5	79.744	709	709	0	19.341				By MS/MS			By MS/MS	By MS/MS					0	0	0	2.5	0	0	2.5	3	0	0	0	0	7115900	0	0	0	0	0	0	0	7115900	0	0	0	0	0	0	0	0	0	0	0	5524200	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	7				1587	215;4084	True;True	215;4138	1669;34419;34420;34421;34422;34423;34424;34425	4243;79408;79409;79410;79411;79412;79413;79414	4243;79409			-1
tr|A0A087X178|A0A087X178_HUMAN;tr|A0A1W2PRQ0|A0A1W2PRQ0_HUMAN;sp|Q9NUQ9|CYRIB_HUMAN;tr|E5RI16|E5RI16_HUMAN	tr|A0A087X178|A0A087X178_HUMAN;tr|A0A1W2PRQ0|A0A1W2PRQ0_HUMAN;sp|Q9NUQ9|CYRIB_HUMAN;tr|E5RI16|E5RI16_HUMAN	2;2;2;1	2;2;2;1	2;2;2;1	tr|A0A087X178|A0A087X178_HUMAN CYFIP-related Rac1 interactor B OS=Homo sapiens OX=9606 GN=CYRIB PE=1 SV=1;tr|A0A1W2PRQ0|A0A1W2PRQ0_HUMAN CYFIP-related Rac1 interactor B OS=Homo sapiens OX=9606 GN=CYRIB PE=1 SV=1;sp|Q9NUQ9|CYRIB_HUMAN CYFIP-related Rac1 int	4	2	2	2	1	2	1	2	2	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	2	1	1	13.8	13.8	13.8	24.875	217	217;218;324;155	0	214.41	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8.8	13.8	8.8	13.8	13.8	8.8	8.8	8.8	8.8	13.8	8.8	8.8	873930000	60087000	160440000	37720000	96116000	177480000	57419000	0	53608000	31990000	116310000	35155000	47616000	0	127830000	0	100120000	160440000	0	0	0	0	99138000	0	0	5	5	5	6	6	4	4	4	4	4	4	3	54				1588	3126;3307	True;True	3167;3352	26566;26567;26568;26569;26570;26571;26572;26573;26574;26575;26576;26577;26578;26579;26580;28058;28059;28060;28061	61981;61982;61983;61984;61985;61986;61987;61988;61989;61990;61991;61992;61993;61994;61995;61996;61997;61998;61999;62000;62001;62002;62003;62004;62005;62006;62007;62008;62009;62010;62011;62012;62013;62014;62015;62016;62017;62018;62019;62020;62021;62022;62023;62024;62025;62026;62027;62028;62029;62030;62031;62032;62033;65361;65362;65363;65364	62018;65363			-1;-1;-1;-1
sp|Q9NUS5|AP5S1_HUMAN	sp|Q9NUS5|AP5S1_HUMAN	1	1	1	sp|Q9NUS5|AP5S1_HUMAN AP-5 complex subunit sigma-1 OS=Homo sapiens OX=9606 GN=AP5S1 PE=1 SV=1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	10	10	10	22.522	200	200	0	7.9019	By MS/MS	By MS/MS	By MS/MS	By MS/MS				By MS/MS					10	10	10	10	0	0	0	10	0	0	0	0	88257000	31445000	0	0	24132000	0	0	0	32680000	0	0	0	0	0	0	0	0	0	0	0	25370000	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	4				1589	1315	True	1328	11324;11325;11326;11327;11328;11329	27617;27618;27619;27620;27621;27622	27619			-1
sp|Q9NUV9|GIMA4_HUMAN;tr|G5E9W9|G5E9W9_HUMAN	sp|Q9NUV9|GIMA4_HUMAN;tr|G5E9W9|G5E9W9_HUMAN	4;4	4;4	4;4	sp|Q9NUV9|GIMA4_HUMAN GTPase IMAP family member 4 OS=Homo sapiens OX=9606 GN=GIMAP4 PE=1 SV=1;tr|G5E9W9|G5E9W9_HUMAN GTPase IMAP family member 4 OS=Homo sapiens OX=9606 GN=GIMAP4 PE=1 SV=1	2	4	4	4	4	2	1	1	2	3	1	1	0	1	1	1	4	2	1	1	2	3	1	1	0	1	1	1	4	2	1	1	2	3	1	1	0	1	1	1	13.1	13.1	13.1	37.533	329	329;343	0	79.623	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	13.1	6.1	3	3	7.9	8.2	3	3	0	3	4.9	4.9	89265000	26069000	11503000	5282700	0	1137200	12622000	9065300	10822000	0	12764000	0	0	21352000	0	0	0	0	0	0	0	0	0	0	0	5	1	0	3	6	0	3	0	0	0	3	1	22				1590	86;359;848;3427	True;True;True;True	86;360;854;3472	704;705;2935;2936;2937;2938;2939;2940;2941;7294;7295;7296;7297;7298;7299;7300;7301;7302;29008;29009;29010;29011;29012;29013;29014	1820;7121;7122;7123;7124;7125;7126;7127;7128;17226;17227;17228;17229;17230;17231;17232;17233;17234;17235;17236;17237;67259;67260;67261;67262;67263;67264;67265;67266;67267	1820;7124;17232;67263	378	179	-1;-1
tr|D6RGI3|D6RGI3_HUMAN;sp|Q9NVA2|SEP11_HUMAN;tr|D6RER5|D6RER5_HUMAN;tr|H0Y9G8|H0Y9G8_HUMAN;tr|D6RDP1|D6RDP1_HUMAN;tr|D6R9Y6|D6R9Y6_HUMAN;tr|H0Y961|H0Y961_HUMAN;tr|D6RDU5|D6RDU5_HUMAN	tr|D6RGI3|D6RGI3_HUMAN;sp|Q9NVA2|SEP11_HUMAN;tr|D6RER5|D6RER5_HUMAN;tr|H0Y9G8|H0Y9G8_HUMAN;tr|D6RDP1|D6RDP1_HUMAN;tr|D6R9Y6|D6R9Y6_HUMAN;tr|H0Y961|H0Y961_HUMAN;tr|D6RDU5|D6RDU5_HUMAN	2;2;2;1;1;1;1;1	2;2;2;1;1;1;1;1	2;2;2;1;1;1;1;1	tr|D6RGI3|D6RGI3_HUMAN Septin 11, isoform CRA_b OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=1;sp|Q9NVA2|SEP11_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3;tr|D6RER5|D6RER5_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=1;tr|H0	8	2	2	2	2	2	2	2	0	0	2	1	0	0	2	1	2	2	2	2	0	0	2	1	0	0	2	1	2	2	2	2	0	0	2	1	0	0	2	1	4.9	4.9	4.9	49.005	425	425;429;432;82;126;136;160;372	0	124.27	By MS/MS	By MS/MS	By MS/MS	By MS/MS			By MS/MS	By MS/MS			By MS/MS	By MS/MS	4.9	4.9	4.9	4.9	0	0	4.9	2.6	0	0	4.9	2.6	351250000	48949000	26671000	44939000	39193000	0	0	25359000	75554000	0	0	45018000	45571000	0	0	0	0	0	0	0	0	0	0	0	41505000	5	1	2	3	0	0	2	0	0	0	1	0	14				1591	1021;3851	True;True	1030;3905	8731;8732;8733;8734;8735;8736;8737;8738;32491;32492;32493;32494;32495;32496	20796;20797;20798;20799;20800;20801;20802;20803;20804;20805;20806;20807;75494;75495;75496;75497;75498;75499	20800;75496			-1;-1;-1;-1;-1;-1;-1;-1
sp|Q9NVE7|PANK4_HUMAN;tr|A0A494C169|A0A494C169_HUMAN	sp|Q9NVE7|PANK4_HUMAN;tr|A0A494C169|A0A494C169_HUMAN	1;1	1;1	1;1	sp|Q9NVE7|PANK4_HUMAN 4-phosphopantetheine phosphatase OS=Homo sapiens OX=9606 GN=PANK4 PE=1 SV=1;tr|A0A494C169|A0A494C169_HUMAN 4-phosphopantetheine phosphatase OS=Homo sapiens OX=9606 GN=PANK4 PE=1 SV=1	2	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1.4	1.4	1.4	85.99	773	773;781	0.0087311	1.1898			By MS/MS		By MS/MS		By MS/MS	By MS/MS					0	0	1.4	0	1.4	0	1.4	1.4	0	0	0	0	5806900	0	0	2558100	0	0	0	3248700	0	0	0	0	0	0	0	0	0	0	0	3231000	0	0	0	0	0	0	0	1	0	2	0	1	2	0	0	0	0	6				1592	4331	True	4387	36547;36548;36549;36550;36551;36552	84489;84490;84491;84492;84493;84494	84491			-1;-1
sp|Q9NVI7|ATD3A_HUMAN	sp|Q9NVI7|ATD3A_HUMAN	1	1	1	sp|Q9NVI7|ATD3A_HUMAN ATPase family AAA domain-containing protein 3A OS=Homo sapiens OX=9606 GN=ATAD3A PE=1 SV=2	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1.3	1.3	1.3	71.368	634	634	0.0018371	1.4773	By MS/MS	By MS/MS	By MS/MS	By MS/MS								By MS/MS	1.3	1.3	1.3	1.3	0	0	0	0	0	0	0	1.3	38294000	12075000	10219000	11030000	0	0	0	0	0	0	0	0	4968900	0	0	0	0	0	0	0	0	0	0	0	4525600	0	3	2	1	0	0	0	0	0	0	0	0	6				1593	3845	True	3899	32456;32457;32458;32459;32460	75408;75409;75410;75411;75412;75413;75414;75415	75410			-1
sp|Q9NVJ2|ARL8B_HUMAN	sp|Q9NVJ2|ARL8B_HUMAN	4	1	1	sp|Q9NVJ2|ARL8B_HUMAN ADP-ribosylation factor-like protein 8B OS=Homo sapiens OX=9606 GN=ARL8B PE=1 SV=1	1	4	1	1	2	1	1	2	1	1	2	0	2	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17.7	3.8	3.8	21.539	186	186	1	-2	By matching	By matching	By matching	By matching	By matching	By matching	By matching		By matching	By MS/MS	By matching		9.1	9.1	9.1	14	4.8	4.8	14	0	14	12.9	14	0	109590000	0	0	0	0	0	0	0	0	0	109590000	0	0	0	0	0	0	0	0	0	0	0	85415000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			1594	720;999;2928;2957	False;False;True;False	726;1008;2964;2993	6211;8518;8519;8520;8521;8522;8523;8524;8525;24922;25167;25168;25169;25170;25171;25172	14684;20217;20218;20219;20220;20221;20222;20223;20224;20225;20226;20227;20228;20229;20230;20231;20232;20233;20234;20235;20236;20237;20238;20239;20240;20241;20242;20243;20244;20245;20246;20247;20248;20249;20250;58420;58906;58907;58908;58909;58910;58911;58912;58913;58914;58915;58916;58917;58918;58919;58920;58921;58922;58923;58924;58925;58926;58927;58928;58929;58930;58931;58932;58933;58934;58935;58936;58937;58938;58939;58940;58941;58942;58943;58944;58945;58946;58947;58948;58949;58950;58951;58952;58953;58954;58955;58956;58957;58958;58959;58960;58961;58962;58963;58964;58965;58966;58967;58968;58969;58970;58971;58972;58973;58974;58975;58976;58977	14684;20219;58420;58960	348	147	-1
tr|F8VRX9|F8VRX9_HUMAN;tr|F5H5W1|F5H5W1_HUMAN;tr|F5H457|F5H457_HUMAN;sp|Q9NVM9|INT13_HUMAN	tr|F8VRX9|F8VRX9_HUMAN;tr|F5H5W1|F5H5W1_HUMAN;tr|F5H457|F5H457_HUMAN;sp|Q9NVM9|INT13_HUMAN	1;1;1;1	1;1;1;1	1;1;1;1	tr|F8VRX9|F8VRX9_HUMAN Integrator complex subunit 13 (Fragment) OS=Homo sapiens OX=9606 GN=INTS13 PE=1 SV=1;tr|F5H5W1|F5H5W1_HUMAN Integrator complex subunit 13 (Fragment) OS=Homo sapiens OX=9606 GN=INTS13 PE=1 SV=1;tr|F5H457|F5H457_HUMAN Integrator comple	4	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	16.9	16.9	16.9	13.743	124	124;163;225;706	0	2.1024							By MS/MS						0	0	0	0	0	0	16.9	0	0	0	0	0	4752300	0	0	0	0	0	0	4752300	0	0	0	0	0	0	0	0	0	0	0	4726400	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1				1595	72	True	72	592	1480	1480			-1;-1;-1;-1
tr|D6RB24|D6RB24_HUMAN;sp|Q9NVZ3|NECP2_HUMAN	tr|D6RB24|D6RB24_HUMAN;sp|Q9NVZ3|NECP2_HUMAN	1;1	1;1	1;1	tr|D6RB24|D6RB24_HUMAN Adaptin ear-binding coat-associated protein 2 OS=Homo sapiens OX=9606 GN=NECAP2 PE=1 SV=1;sp|Q9NVZ3|NECP2_HUMAN Adaptin ear-binding coat-associated protein 2 OS=Homo sapiens OX=9606 GN=NECAP2 PE=1 SV=1	2	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0	0	1	0	9.4	9.4	9.4	21.524	202	202;263	0.0081871	1.2211	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS				By MS/MS		9.4	9.4	9.4	0	9.4	9.4	9.4	0	0	0	9.4	0	515210000	72208000	74990000	30674000	0	65174000	92639000	86796000	0	0	0	92731000	0	0	0	0	0	0	0	0	0	0	0	105920000	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1596	4462	True	4519	37694;37695;37696;37697;37698;37699;37700	86871;86872;86873;86874;86875;86876;86877	86876			-1;-1
sp|Q9NWV4|CZIB_HUMAN	sp|Q9NWV4|CZIB_HUMAN	3	3	3	sp|Q9NWV4|CZIB_HUMAN CXXC motif containing zinc binding protein OS=Homo sapiens OX=9606 GN=CZIB PE=1 SV=1	1	3	3	3	2	1	3	2	1	2	2	2	0	1	1	0	2	1	3	2	1	2	2	2	0	1	1	0	2	1	3	2	1	2	2	2	0	1	1	0	35	35	35	18.048	160	160	0	49.52	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS		25	10	35	25	10.6	25	25	20.6	0	10.6	10	0	764730000	111210000	34371000	138110000	60685000	57033000	34612000	38972000	131490000	0	111520000	46728000	0	123110000	0	106090000	0	0	0	0	0	0	0	0	0	6	0	3	4	3	5	2	0	0	3	0	0	26				1597	296;361;1077	True;True;True	297;362;1087	2381;2382;2383;2384;2952;2953;2954;2955;2956;2957;2958;2959;2960;2961;9205;9206;9207;9208;9209;9210	6056;6057;6058;6059;7135;7136;7137;7138;7139;7140;7141;7142;7143;7144;7145;7146;7147;7148;7149;7150;7151;7152;7153;21823;21824;21825;21826;21827;21828;21829;21830;21831;21832	6056;7151;21825			-1
sp|Q9NX55|HYPK_HUMAN	sp|Q9NX55|HYPK_HUMAN	1	1	1	sp|Q9NX55|HYPK_HUMAN Huntingtin-interacting protein K OS=Homo sapiens OX=9606 GN=HYPK PE=1 SV=2	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	11.6	11.6	11.6	14.665	129	129	0	5.5301	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS		By MS/MS			11.6	11.6	11.6	11.6	11.6	11.6	0	11.6	0	11.6	0	0	101540000	11413000	13581000	12475000	12161000	18849000	19768000	0	8647800	0	4642500	0	0	0	0	0	0	0	0	0	0	0	3618300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1598	969	True	978	8278;8279;8280;8281;8282;8283;8284;8285	19681;19682;19683;19684;19685;19686;19687;19688	19685			-1
sp|Q9NX57|RAB20_HUMAN	sp|Q9NX57|RAB20_HUMAN	1	1	1	sp|Q9NX57|RAB20_HUMAN Ras-related protein Rab-20 OS=Homo sapiens OX=9606 GN=RAB20 PE=1 SV=1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	1	5.1	5.1	5.1	26.277	234	234	0.00064475	1.779		By MS/MS	By MS/MS	By MS/MS							By MS/MS	By MS/MS	0	5.1	5.1	5.1	0	0	0	0	0	0	5.1	5.1	47647000	0	16858000	15545000	15244000	0	0	0	0	0	0	0	0	0	0	0	14805000	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	1	7				1599	3445	True	3490	29146;29147;29148;29149;29150;29151	67490;67491;67492;67493;67494;67495;67496;67497	67495			-1
